Latitude,Longitude,Intervention,Eventlevel,T3-T0,EventType,Vector type,AED,Ambulance,Mug,PIT,Province,distance_to_aed,distance_to_ambulance,distance_to_mug,distance_to_pit
51.15482,4.67603,1,1.0,29.48443333333333,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.789593176139035,4.95780911880739,8.068553264853202,8.190612387302169
51.1751,5.18165,1,0.0,7.346116666666666,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.5636985126228913,0.6275899266451742,4.829320469772048,4.9357721648050665
51.1751,5.18165,1,0.0,8.1616,P003 - Cardiac arrest,PIT,0,0,0,0,Antwerpen,0.5636985126228913,0.6275899266451742,4.829320469772048,4.9357721648050665
51.1751,5.18165,1,0.0,16.386433333333333,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.5636985126228913,0.6275899266451742,4.829320469772048,4.9357721648050665
51.13812,4.62348,1,1.0,19.112,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.1203001439150942,3.148178355240105,4.046622846575798,4.189890028080253
51.13812,4.62348,1,1.0,14.406016666666666,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.1203001439150942,3.148178355240105,4.046622846575798,4.189890028080253
51.25596,4.49509,1,1.0,12.465383333333332,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.2936262437675348,2.513924466352648,3.8302595949752556,6.1842474960815474
51.25596,4.49509,1,1.0,12.557883333333333,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.2936262437675348,2.513924466352648,3.8302595949752556,6.1842474960815474
51.28504,4.42084,1,0.0,8.60475,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.2074181146374064,3.0092390276460272,3.666892987062755,5.966510080222436
51.28504,4.42084,1,0.0,65.80826666666667,P003 - Cardiac arrest,PIT,0,0,0,0,Antwerpen,0.2074181146374064,3.0092390276460272,3.666892987062755,5.966510080222436
51.28504,4.42084,1,0.0,12.614733333333334,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.2074181146374064,3.0092390276460272,3.666892987062755,5.966510080222436
51.09961,4.23579,1,0.0,6.6348666666666665,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.08056350561882054,0.271379599724316,9.031004181835826,9.451080253256386
51.09961,4.23579,1,0.0,14.704783333333332,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.08056350561882054,0.271379599724316,9.031004181835826,9.451080253256386
51.10173,4.90025,1,1.0,7.6103,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,1.4239076765739884,2.3028688561137045,10.021502308789872,17.59162491226419
51.10173,4.90025,1,1.0,15.98195,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,1.4239076765739884,2.3028688561137045,10.021502308789872,17.59162491226419
51.26876,5.07991,1,1.0,13.097816666666668,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.9136861198809515,5.719938439995005,13.310952008971737,9.43953337954713
51.26876,5.07991,1,1.0,15.867466666666669,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.9136861198809515,5.719938439995005,13.310952008971737,9.43953337954713
51.0077,4.51825,1,0.0,16.744066666666665,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.18581159716818568,3.128157108727082,3.0924242381926677,14.25689405821727
51.0077,4.51825,1,0.0,17.3795,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.18581159716818568,3.128157108727082,3.0924242381926677,14.25689405821727
51.16902,4.43831,1,1.0,9.930866666666669,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.37789808564184446,1.828425926655298,1.4272139451632042,7.129279012697741
51.16902,4.43831,1,1.0,15.26495,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.37789808564184446,1.828425926655298,1.4272139451632042,7.129279012697741
51.14797,4.84535,1,1.0,15.94515,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.15377497633101006,4.132624910282226,3.8546497148029593,19.160178268562337
51.14797,4.84535,1,1.0,14.461316666666669,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.15377497633101006,4.132624910282226,3.8546497148029593,19.160178268562337
51.3044,4.41272,1,1.0,,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.5757893278859644,1.1700627962541124,5.819966717215399,8.108797381927614
51.3044,4.41272,1,1.0,10.032333333333334,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.5757893278859644,1.1700627962541124,5.819966717215399,8.108797381927614
51.1942,4.45706,1,5.0,13.03245,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.35671545942010324,1.6336123076572875,1.662125727973681,5.065133016917649
51.1942,4.45706,1,5.0,9.199816666666669,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.35671545942010324,1.6336123076572875,1.662125727973681,5.065133016917649
51.204,4.42462,1,1.0,12.598233333333331,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.1997184958268298,0.8985615153688641,0.7746227434047492,3.1252410041522327
51.204,4.42462,1,1.0,9.493150000000002,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.1997184958268298,0.8985615153688641,0.7746227434047492,3.1252410041522327
51.1286,5.00572,1,0.0,11.131216666666669,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.4768320487695513,3.005408828592689,3.4820587717477456,9.878744861346568
51.1286,5.00572,1,0.0,,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.4768320487695513,3.005408828592689,3.4820587717477456,9.878744861346568
51.24605,4.46106,1,1.0,25.8898,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.3647215271500501,1.5796876944442164,1.49356559025165,3.5729072522526057
51.24605,4.46106,1,1.0,,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.3647215271500501,1.5796876944442164,1.49356559025165,3.5729072522526057
51.22301,4.42834,1,1.0,14.876483333333336,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.1605784783313447,0.47961196731913874,2.057628789916984,1.3090891864716863
51.24036,4.4383,1,0.0,,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.2006188452126604,2.008673222894725,2.0610915321889935,1.880104395554715
51.24036,4.4383,1,0.0,6.717883333333333,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.2006188452126604,2.008673222894725,2.0610915321889935,1.880104395554715
51.24036,4.4383,1,0.0,49.18971666666666,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.2006188452126604,2.008673222894725,2.0610915321889935,1.880104395554715
51.02168,4.49024,1,0.0,12.431166666666666,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.22622253070677395,3.1066873426452832,1.5934702166450188,13.372937505870155
51.02168,4.49024,1,0.0,10.090033333333334,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.22622253070677395,3.1066873426452832,1.5934702166450188,13.372937505870155
51.31283,4.41717,1,0.0,,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.4304344759259951,0.506416499105368,6.5602944883824135,9.04510488874067
51.31283,4.41717,1,0.0,22.94235,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.4304344759259951,0.506416499105368,6.5602944883824135,9.04510488874067
51.25494,4.62421,1,0.0,27.00841666666667,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.8828527281223442,2.571756283057839,2.6719626996954444,14.23016239901953
51.25494,4.62421,1,0.0,6.901533333333333,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.8828527281223442,2.571756283057839,2.6719626996954444,14.23016239901953
51.22485,4.42186,1,0.0,6.371,P003 - Cardiac arrest,Ambulance,0,0,0,0,Antwerpen,0.37660586925890743,0.9652373976012327,2.084021451936554,0.868364198657489
51.22485,4.42186,1,0.0,10.315266666666668,P003 - Cardiac arrest,MUG,0,0,0,0,Antwerpen,0.37660586925890743,0.9652373976012327,2.084021451936554,0.868364198657489
